Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, duck | 00001069 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, goose and guinea fowl | 00001073 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Ireland,IRL,2020,,,,,,66230,633380,320130,165700
Israel,ISR,1982,,390,,130,3000,3900,19875,9670,170390
Israel,ISR,1983,,390,,110,3000,4100,18050,8790,185390
Israel,ISR,1984,,390,,100,3000,4100,33900,8350,182390
Israel,ISR,1985,,390,,100,3300,4200,32200,8750,173690
Israel,ISR,1986,,390,,100,4125,4650,32100,8350,151515
Israel,ISR,1987,,390,,75,4125,5375,32600,8900,156515
Israel,ISR,1988,,390,,75,4125,6300,34950,9375,173515
Israel,ISR,1989,,390,,75,4125,5950,35600,8575,173515
Israel,ISR,1990,,390,,75,4140,6000,35850,9205,182530
Israel,ISR,1991,,390,,75,4320,6000,38000,9375,196710
Israel,ISR,1992,,390,,75,4500,6000,37000,9375,215890
Israel,ISR,1993,,390,,75,4650,6620,35520,8745,235040
Israel,ISR,1994,,390,,75,4680,6590,41000,8930,257870
Israel,ISR,1995,,390,,75,4800,6655,40500,10640,253190
Israel,ISR,1996,,390,,75,4950,6595,44000,10830,262540
Israel,ISR,1997,,390,,75,4950,6450,46290,12310,265340
Israel,ISR,1998,,390,,80,5100,6900,43800,12120,269490
Israel,ISR,1999,,390,,80,5100,7400,46400,8700,280490
Israel,ISR,2000,,390,,80,4500,7800,63800,14863,412319
Israel,ISR,2001,,2080,,80,4000,7700,62393,15722,448937
Israel,ISR,2002,,2730,,80,3300,7700,79700,16479,455030
Israel,ISR,2003,,1755,,80,3400,7879,90905,17430,452155
Israel,ISR,2004,,975,,80,3410,8167,83043,18030,469385
Israel,ISR,2005,,780,,80,3410,9138,89923,18665,487539
Israel,ISR,2006,,1820,,80,3450,10375,108291,17539,513730
Israel,ISR,2007,,1820,,80,3450,10470,105220,18311,529607
Israel,ISR,2008,,1846,,80,3500,10742,116554,18244,542346
Israel,ISR,2009,,1885,,80,3500,11453,104018,19649,533385
Israel,ISR,2010,,1950,,80,3560,12026,108128,18868,545510
Israel,ISR,2011,,2000,,88,3600,14003,116799,19246,554386
Israel,ISR,2012,,1956,,86,3345,13773,116919,19396,568910
Israel,ISR,2013,,2046,,85,3222,13953,132239,16267,521994
Israel,ISR,2014,,1980,,85,3239,15134,122116,15739,563868
Israel,ISR,2015,,2044,,85,3197,13410,132212,15825,601942
Israel,ISR,2016,,2154,,85,3164,13018,126488,16099,640677
Israel,ISR,2017,,2199,,86,3197,13952,140655,14797,628813
Israel,ISR,2018,,2213,,86,3154,12525,122368,13323,655791
Israel,ISR,2019,,2243,,87,3133,13429,141138,13600,616911
Israel,ISR,2020,,2272,,87,3111,13269,145797,15054,664924
Israel,ISR,1961,,,,375,900,2350,13150,3775,42900
Israel,ISR,1962,,,,350,900,2475,14500,4100,50900
Israel,ISR,1963,,,,300,900,2875,16400,3700,51900
Israel,ISR,1964,,,,250,1200,3075,18725,2600,57200
Israel,ISR,1965,,,,275,1200,3075,16250,3200,57200
Israel,ISR,1966,,,,300,1200,3185,14850,3300,62800
Israel,ISR,1967,,,,300,1200,3555,16075,3880,67700
Israel,ISR,1968,,,,300,1200,3775,18625,4675,67400
Israel,ISR,1969,,,,300,1400,4015,18125,4550,70900
Israel,ISR,1970,,,,300,1600,3970,18775,4900,77600
Israel,ISR,1971,,,,300,1900,3700,19200,5175,90400
Israel,ISR,1972,,,,280,2000,4015,17750,6220,106000
Israel,ISR,1973,,,,285,2600,4035,18800,6840,106600
Israel,ISR,1974,,,,280,3000,3940,19000,7520,120000
Israel,ISR,1975,,,,285,3000,4015,19525,8515,128000
Israel,ISR,1976,,,,285,3000,4130,23215,8435,139000
Israel,ISR,1977,,,,280,3000,4080,24770,10030,142000
Israel,ISR,1978,,,,250,3000,4490,20975,9150,146000
Israel,ISR,1979,,,,220,3300,4280,19200,8955,150300
Israel,ISR,1980,,,,180,3300,3810,21200,9300,150300
Israel,ISR,1981,,,,150,3750,3800,18650,9250,158750
Italy,ITA,2017,,3270,7792,,68,35025,756421,1466949,1318640
Italy,ITA,2018,,3600,5618,,56,37080,831548,1487000,1276626
Italy,ITA,2019,,1890,5767,,25,34150,801097,1464490,1357885
Italy,ITA,2020,,1700,,,,31270,752609,1286690,1381879
Italy,ITA,1961,,,46250,,,40300,677300,391800,263200
Italy,ITA,1962,,,47300,,,42700,724900,395700,310200
Italy,ITA,1963,,,46771,,,41300,678800,374700,362100
Italy,ITA,1964,,,43900,,,41000,635800,471900,431200
Italy,ITA,1965,,,40659,,,38200,676200,478100,515000
Italy,ITA,1966,,,38622,,,42300,813100,435500,556500
Italy,ITA,1967,,,37166,,,44300,889700,460900,540000
Italy,ITA,1968,,,39618,,,45500,971800,541900,566700
Italy,ITA,1969,,,47820,,,50132,1027134,533401,581700
Italy,ITA,1970,,,51000,,,54800,1076600,593200,628900
Italy,ITA,1971,,,52400,,,54300,1083600,644000,656000
Italy,ITA,1972,,,55900,,,53100,1027300,665700,712100
Italy,ITA,1973,,,49800,,,48900,1061700,689200,798900
Italy,ITA,1974,,,45800,,,45900,1075500,738000,826000
Italy,ITA,1975,,,51900,,,49300,965400,786700,853100
Italy,ITA,1976,,,55700,,,49632,1017600,815880,899900
Italy,ITA,1977,,,57400,,,64833,1051900,904100,918900
Italy,ITA,1978,,,59010,,,63175,1023837,966559,959300
Italy,ITA,1979,,,57379,,,68028,1105594,1033388,987700
Italy,ITA,1980,,,52204,,,71740,1147859,1085494,1015860
Italy,ITA,1981,,,48131,,,68663,1110788,1105835,1018090
Italy,ITA,1982,,,44679,,,67720,1107006,1108064,1050430
Italy,ITA,1983,,,47993,,,80679,1188356,1165920,1053650
Italy,ITA,1984,,,51544,,,70612,1181854,1218073,1029300
Italy,ITA,1985,,,55351,,,69969,1204760,1186896,1006500
Italy,ITA,1986,,,54463,,,67413,1180011,1172231,1016400
Italy,ITA,1987,,,54192,,,70432,1174532,1230604,1059100
Italy,ITA,1988,,,53277,,,72869,1165116,1269069,1079000
Italy,ITA,1989,,,54170,,,79087,1145911,1295287,1081900
Italy,ITA,1990,,,57029,,,84734,1165350,1333050,1105800
Italy,ITA,1991,,,58111,,,84779,1181572,1332803,1099500
Italy,ITA,1992,,,62136,,,86032,1217542,1341586,1105000
Italy,ITA,1993,,,60310,,,80826,1187744,1371346,1107100
Italy,ITA,1994,,,58147,,,78897,1171219,1369250,1097080
Italy,ITA,1995,,,55910,,,76498,1180935,1345560,1097100
Italy,ITA,1996,,,53709,,,77551,1181985,1410300,1122500
Italy,ITA,1997,,,52988,,,75793,1161061,1395816,1142600
Italy,ITA,1998,,,50415,,,73265,1112740,1412189,1153900
Italy,ITA,1999,,,50411,,,73439,1165509,1471702,1136400
Italy,ITA,2000,,,50689,,,69051,1153402,1478500,1092300
Italy,ITA,2001,,,63000,,,66179,1134083,1509640,1138800
Italy,ITA,2002,,,45500,,59,62858,1135791,1535900,1172725
Italy,ITA,2003,,,44000,,74,61575,1128221,1589890,951734
Italy,ITA,2004,,,48123,,71,62847,1148278,1589889,987006
Italy,ITA,2005,,,33179,,60,61550,1108062,1514747,998644
Italy,ITA,2006,,,41015,,92,61438,1110299,1559243,905985
Italy,ITA,2007,,,25050,,100,61320,1122591,1603280,1016409
Italy,ITA,2008,,,24565,,56,59699,1059314,1606013,1104979
Italy,ITA,2009,,,21560,,77,59051,1055003,1628028,1131606
Italy,ITA,2010,,,17883,,118,54343,1075333,1673000,1167721
Italy,ITA,2011,,,16527,,75,49290,1011018,1601877,1202896
Italy,ITA,2012,,,18125,,89,47645,981660,1650837,1244039
Italy,ITA,2013,,,15178,,62,35466,853980,1652424,1215526
Italy,ITA,2014,,,10898,,69,26638,709427,1327822,1229503
Italy,ITA,2015,,,9971,,67,35440,788277,1491414,1282284
Italy,ITA,2016,,,11742,,75,32924,809656,1544132,1354077
Jamaica,JAM,1961,,,63,,,2476,12000,3372,3238
Jamaica,JAM,1962,,,64,,,2487,10834,3444,4043
Jamaica,JAM,1963,,,60,,,2162,11130,3297,4744
Jamaica,JAM,1964,,,64,,,1949,11662,3414,5450
Jamaica,JAM,1965,,,64,,,1904,11142,3350,5731
Jamaica,JAM,1966,,,65,,,1837,11726,2973,7431
Jamaica,JAM,1967,,,61,,,2450,11531,3851,10069
Jamaica,JAM,1968,,,61,,,2336,11295,4580,10101
Jamaica,JAM,1969,,,60,,,1578,11524,5590,12473
Jamaica,JAM,1970,,,51,,,1503,10500,6513,14489
Jamaica,JAM,1971,,,53,,,1411,9799,4670,19870
Jamaica,JAM,1972,,,51,,,1226,10251,6577,16160
Jamaica,JAM,1973,,,50,,,1098,11491,8224,21284
Jamaica,JAM,1974,,,49,,,1017,12759,4365,22816
Jamaica,JAM,1975,,,48,,,941,12500,5000,24000
Jamaica,JAM,1976,,,47,,,904,12723,6886,26825
Jamaica,JAM,1977,,,47,,,723,12351,7906,29815
Jamaica,JAM,1978,,,47,,,694,11598,7598,30735
Jamaica,JAM,1979,,,46,,,517,11421,6260,33956
Jamaica,JAM,1980,,,45,,,469,12034,7357,31217
Jamaica,JAM,1981,,,44,,,417,11812,7525,29356
Jamaica,JAM,1982,,,42,,,441,12215,7267,26603
Jamaica,JAM,1983,,,42,,,480,14057,6604,32663
Jamaica,JAM,1984,,,42,,,472,14524,7149,39558
Jamaica,JAM,1985,,,42,,,465,13540,7262,27860
Jamaica,JAM,1986,,,42,,,484,14592,6078,31234
Jamaica,JAM,1987,,,42,,,436,13894,6459,37696
Jamaica,JAM,1988,,,44,,,439,13610,7331,34207
Jamaica,JAM,1989,,,44,,,455,13425,7504,38945
Jamaica,JAM,1990,,,44,,,456,15024,7394,51946
Jamaica,JAM,1991,,,44,,,432,16053,4741,53436
Jamaica,JAM,1992,,,44,,,415,18208,5926,52469
Jamaica,JAM,1993,,,44,,,426,15639,7047,45197
Jamaica,JAM,1994,,,44,,,455,15793,7247,44946
Jamaica,JAM,1995,,,44,,,477,16686,6690,45369
Jamaica,JAM,1996,,,44,,,523,15643,6553,55142
Jamaica,JAM,1997,,,44,,,532,14538,6512,59310
Jamaica,JAM,1998,,,44,,,546,14253,6826,63168
Jamaica,JAM,1999,,,44,,,586,14688,6867,72932
Jamaica,JAM,2000,,,44,,,559,14041,6621,77244
Jamaica,JAM,2001,,,44,,,586,13096,6367,82897
Jamaica,JAM,2002,,,44,,,568,14260,5490,83839
Jamaica,JAM,2003,,,44,,,565,13714,6324,94241
Jamaica,JAM,2004,,,44,,,634,10751,7468,96475
Jamaica,JAM,2005,,,44,,,775,10390,9449,101513
Jamaica,JAM,2006,,,45,,,689,6034,7638,104590
Jamaica,JAM,2007,,,47,,,655,5539,7239,107262
Jamaica,JAM,2008,,,45,,,693,5994,9138,106721
Jamaica,JAM,2009,,,45,,,884,5426,8958,104502
Jamaica,JAM,2010,,,45,,,948,5264,7973,100637
Jamaica,JAM,2011,,,45,,,1339,5621,7110,101526
Jamaica,JAM,2012,,,45,,,1126,5800,9490,102167
Jamaica,JAM,2013,,,45,,,1137,5600,9640,103820
Jamaica,JAM,2014,,,44,,,924,6196,8185,110312
Jamaica,JAM,2015,,,43,,,906,7523,7049,112855
Jamaica,JAM,2016,,,42,,,1080,7712,9587,125993
Jamaica,JAM,2017,,,42,,,935,6695,8965,128290
Jamaica,JAM,2018,,,42,,,760,6813,8786,132347
Jamaica,JAM,2019,,,41,,,773,7118,8355,134299
Jamaica,JAM,2020,,,41,,,638,7124,7986,123636
Japan,JPN,1961,,,23340,,,3711,142748,206288,132048
Japan,JPN,1962,,,24910,,,2788,146125,324188,155048
Japan,JPN,1963,,,22140,,,2445,185929,279354,178048
Japan,JPN,1964,,,17540,,,1958,237165,342356,176126
Japan,JPN,1965,,,19940,,,2018,216261,407238,204391
Japan,JPN,1966,,,13091,,,1716,154206,564556,240068
Japan,JPN,1967,,,12924,,,1784,158708,603458,292012
Japan,JPN,1968,,,15363,,,1092,175771,589577,328308
Japan,JPN,1969,,,12139,,,1083,236389,587658,400163
Japan,JPN,1970,,,10697,,,968,278011,734294,490129
Japan,JPN,1971,,,10388,,,698,296173,843244,540019
Japan,JPN,1972,,,7058,,,622,317445,885306,622282
Japan,JPN,1973,,,4556,,,508,245769,970520,684681
Japan,JPN,1974,,,4282,,,386,321070,1097924,724757
Japan,JPN,1975,,,5283,,,243,352664,1039642,739930
Japan,JPN,1976,,,6133,,,142,297881,1056229,824375
Japan,JPN,1977,,,6048,,,163,361175,1169465,903153
Japan,JPN,1978,,,4969,,,138,403340,1284473,1004649
Japan,JPN,1979,,,4308,,,110,401665,1429927,1091834
Japan,JPN,1980,,,3741,,,117,418062,1475005,1128148
Japan,JPN,1981,,,3917,,,117,470717,1395843,1125170
Japan,JPN,1982,,,4652,,,151,480958,1427630,1183682
Japan,JPN,1983,,,5191,,,182,494934,1428824,1239104
Japan,JPN,1984,,,5520,,,218,536061,1424204,1297857
Japan,JPN,1985,,,5418,,,261,555256,1531914,1353120
Japan,JPN,1986,,,5757,,,301,558620,1551651,1377070
Japan,JPN,1987,,,5002,,,336,564883,1582014,1428433
Japan,JPN,1988,,,4252,,,345,569803,1578938,1445371
Japan,JPN,1989,,,4645,,,361,547958,1593918,1423325
Japan,JPN,1990,,,4737,,,395,549479,1555226,1391250
Japan,JPN,1991,,,4907,,,396,575160,1482776,1356856
Japan,JPN,1992,,,5331,,,460,591660,1434148,1365015
Japan,JPN,1993,,,6314,,,489,594346,1439610,1318015
Japan,JPN,1994,,,7619,,,458,602336,1390288,1256015
Japan,JPN,1995,,,8433,,,361,600902,1299700,1251673
Japan,JPN,1996,,,7423,,,299,554507,1263100,1235831
Japan,JPN,1997,,,7971,,,284,530248,1288200,1233984
Japan,JPN,1998,,,7830,,,276,529349,1290800,1211683
Japan,JPN,1999,,,7324,,,272,540377,1277094,1212571
Japan,JPN,2000,,,7004,,,267,530438,1255800,1194536
Japan,JPN,2001,,,6107,,,259,458600,1231600,1216428
Japan,JPN,2002,,,7049,,,209,536600,1245800,1229101
Japan,JPN,2003,,,7459,,,173,496000,1273700,1239775
Japan,JPN,2004,,,7179,,,193,513600,1262600,1241995
Japan,JPN,2005,,,7129,,,199,499470,1244963,1273156
Japan,JPN,2006,,,6549,,,158,496992,1246525,1366682
Japan,JPN,2007,,,6087,,,154,503902,1250511,1366117
Japan,JPN,2008,,,6053,,,182,519879,1248801,1369318
Japan,JPN,2009,,,5734,,,184,517020,1309910,1413506
Japan,JPN,2010,,,5880,,,193,514959,1292451,1416886
Japan,JPN,2011,,,4868,,,205,500370,1267328,1378013
Japan,JPN,2012,,,4896,,,211,518650,1296971,1457013
Japan,JPN,2013,,,5465,,,215,507985,1309433,2078659
Japan,JPN,2014,,,5379,,,220,502135,1263599,2128197
Japan,JPN,2015,,,5113,,,217,481019,1254283,2131986
Japan,JPN,2016,,,3670,,,216,464351,1278623,2171917
Japan,JPN,2017,,,3916,,,219,469096,1272301,2214911
Japan,JPN,2018,,,3850,,,221,475336,1284213,2249597
Japan,JPN,2019,,,4102,,,226,470918,1278886,2297897
Japan,JPN,2020,,,4025,,,231,477463,1305792,2347678
Jordan,JOR,1969,,28,,560,17,8650,1310,,7283
Jordan,JOR,1970,,17,,600,20,7900,1450,,7628
Jordan,JOR,1971,,17,,900,11,9350,1420,,9848
Jordan,JOR,1972,,14,,1390,22,8950,1520,,12012
Jordan,JOR,1973,,25,,1300,25,9950,1950,,15428
Jordan,JOR,1974,,17,,740,14,6400,1280,,17199
Jordan,JOR,1975,,11,,690,11,6350,1620,,21088
Jordan,JOR,1976,,11,,735,14,4075,1554,,22106
Jordan,JOR,1977,,11,,945,14,5264,1596,,23181
Jordan,JOR,1978,,11,,525,14,5499,1554,,24040
Jordan,JOR,1979,,11,,575,14,4981,1550,,25141
Jordan,JOR,1980,,6,,755,6,5805,1554,,26031
Jordan,JOR,1981,,6,,945,8,6075,1525,,26038
Jordan,JOR,1982,,6,,405,6,6836,1470,,28527
Jordan,JOR,1983,,6,,255,6,7857,2078,,41527
Jordan,JOR,1984,,6,,225,6,7570,2125,,49027
Jordan,JOR,1985,,6,,495,6,9134,1278,,55027
Jordan,JOR,1986,,6,,204,6,5347,1008,,63527
Jordan,JOR,1987,,6,,218,6,6681,1065,,63027
Jordan,JOR,1988,,6,,231,6,7105,1001,,68035
Jordan,JOR,1989,,6,,476,6,7896,1000,,43035
Jordan,JOR,1990,,0,,370,0,10900,2500,,50032
Jordan,JOR,1991,,0,,270,0,14900,3200,,60040
Jordan,JOR,1992,,0,,210,0,12900,2300,,70080
Jordan,JOR,1993,,0,,210,0,14400,2600,,83480
Jordan,JOR,1994,,0,,140,0,11500,3895,,94080
Jordan,JOR,1995,,0,,140,0,12000,3900,,107740
Jordan,JOR,1996,,28,,250,0,12670,3275,,100108
Jordan,JOR,1997,,28,,250,0,11700,3528,,97908
Jordan,JOR,1998,,34,,250,0,12636,4000,,93214
Jordan,JOR,1999,,39,,250,1,11684,5000,,110820
Jordan,JOR,2000,,22,,250,1,13468,6500,,119043
Jordan,JOR,2001,,6,,250,1,14029,12000,,117551
Jordan,JOR,2002,,39,,250,2,15570,11650,,118216
Jordan,JOR,2003,,101,,280,2,15149,10134,,123698
Jordan,JOR,2004,,28,,280,2,18624,15633,,128009
Jordan,JOR,2005,,92,,280,3,15317,7530,,133165
Jordan,JOR,2006,,185,,350,3,14145,14820,,117531
Jordan,JOR,2007,,11,,300,6,22620,13780,,133850
Jordan,JOR,2008,,11,,300,4,19655,19130,,140522
Jordan,JOR,2009,,11,,500,3,25284,13325,,152876
Jordan,JOR,2010,,126,,350,3,17168,12299,,187724
Jordan,JOR,2011,,132,,350,3,17161,17761,,190750
Jordan,JOR,2012,,140,,350,3,24772,19584,,190543
Jordan,JOR,2013,,99,,650,3,18942,23547,,182509
Jordan,JOR,2014,,94,,640,3,21103,19497,,192372
Jordan,JOR,2015,,107,,680,3,21715,27452,,182220
Jordan,JOR,2016,,114,,740,3,26657,29552,,201288
Jordan,JOR,2017,,117,,760,3,27870,29000,,209357
Jordan,JOR,2018,,108,,669,3,37490,30770,,217842
Jordan,JOR,2019,,111,,666,3,27804,41981,,184955
Jordan,JOR,2020,,115,,661,3,22156,30733,,200561
Jordan,JOR,1961,,,,870,,7100,1220,,1060
Jordan,JOR,1962,,,,820,,9500,1150,,1354
Jordan,JOR,1963,,,,520,,8850,1900,,1842
Jordan,JOR,1964,,,,530,,9200,1630,,2316
Jordan,JOR,1965,,,,800,,10300,1690,,3132
Jordan,JOR,1966,,,,700,,12000,1800,,3544
Jordan,JOR,1967,,,,450,,8100,1570,,3172
Jordan,JOR,1968,,,,575,,8650,1770,,3312
Kazakhstan,KAZ,1992,,,55500,5000,,242900,596200,217300,139000
Kazakhstan,KAZ,1993,,,60900,4900,,275300,661500,194300,114100
Kazakhstan,KAZ,1994,,,68300,4900,,251800,641600,158200,80200
Kazakhstan,KAZ,1995,,,59700,5000,,205800,548200,113400,53000
Kazakhstan,KAZ,1996,,,67600,5000,,167400,457500,103400,39400
Kazakhstan,KAZ,1997,,,62800,5100,,147200,398200,81900,23900
Kazakhstan,KAZ,1998,,,64700,5100,,119100,347900,78900,24100
Kazakhstan,KAZ,1999,,,59600,5200,,98700,343900,97700,29300
Kazakhstan,KAZ,2000,,,54100,5200,,95100,306300,80226,33300
Kazakhstan,KAZ,2001,,,55200,5300,,96700,287600,112068,33800
Kazakhstan,KAZ,2002,,,55800,5300,,101139,296000,109765,36100
Kazakhstan,KAZ,2003,,,57000,5300,,96000,311900,105352,38400
Kazakhstan,KAZ,2004,,,60800,5300,,101600,329700,115753,41300
Kazakhstan,KAZ,2005,,,59800,5200,,106600,348300,110166,45700
Kazakhstan,KAZ,2006,,,63900,5210,,115055,366500,109340,64500
Kazakhstan,KAZ,2007,,,65300,5450,,123635,385900,107176,64300
Kazakhstan,KAZ,2008,,,66300,5460,,130995,400100,110499,65300
Kazakhstan,KAZ,2009,,,71387,5268,,134933,396096,106641,79478
Kazakhstan,KAZ,2010,,,73133,5450,,142944,406817,102971,102979
Kazakhstan,KAZ,2011,,,75580,5680,,149498,392850,112350,101975
Kazakhstan,KAZ,2012,,,85133,5711,,153791,373524,103319,123057
Kazakhstan,KAZ,2013,,,89387,5917,,156379,383468,99906,129725
Kazakhstan,KAZ,2014,,,92353,6317,,161937,405474,99817,126335
Kazakhstan,KAZ,2015,,,101440,6127,,165102,416823,95264,136924
Kazakhstan,KAZ,2016,,,107773,6451,,169178,430600,93867,143253
Kazakhstan,KAZ,2017,,,117459,6617,,171404,450432,91912,170729
Kazakhstan,KAZ,2018,,,126520,6674,,170553,477407,86127,183236
Kazakhstan,KAZ,2019,,,131969,6839,,171361,501249,86353,214111
Kazakhstan,KAZ,2020,,,142924,7277,,172468,521847,87478,228630
Kenya,KEN,1961,7000,,,7350,,30587,112200,3016,7254
Kenya,KEN,1962,7000,,,7560,,29575,107200,2704,7713
Kenya,KEN,1963,7000,,,7980,,30518,95200,2392,8073
Kenya,KEN,1964,7000,,,8400,,31777,103500,2717,8721
Kenya,KEN,1965,7000,,,8820,,31568,112000,2867,9432
Kenya,KEN,1966,7000,,,9240,,31199,105988,2860,10900
Kenya,KEN,1967,7000,,,9660,,32085,111000,2652,11780
Kenya,KEN,1968,7000,,,10080,,31118,121000,3127,12140
Kenya,KEN,1969,7000,,,10830,,28271,123000,3608,15030
Kenya,KEN,1970,7000,,,10410,,25825,133000,2984,15330
Kenya,KEN,1971,7000,,,10710,,25525,136000,3120,17940
Kenya,KEN,1972,7000,,,10920,,24505,141000,3224,20350
Kenya,KEN,1973,7000,,,11130,,23660,143940,3172,22176
Kenya,KEN,1974,7000,,,11550,,25200,145000,3068,23309
Kenya,KEN,1975,7000,,,11760,,29350,132300,3055,26256
Kenya,KEN,1976,7000,,,12180,,31980,144900,3315,26916
Kenya,KEN,1977,7000,,,12600,,36840,189000,3432,29412
Kenya,KEN,1978,7500,,,13500,,43470,191872,3445,30684
Kenya,KEN,1979,8000,,,13500,,42798,192000,3640,31176
Kenya,KEN,1980,8500,,,13500,,35511,192500,3848,32280
Kenya,KEN,1981,8700,,,13680,,36942,165620,3900,33984
Kenya,KEN,1982,8800,,,14190,,37732,185900,4212,34752
Kenya,KEN,1983,8900,,,15810,,33061,196800,4303,38635
Kenya,KEN,1984,9000,,,18005,,42463,198000,4423,31560
Kenya,KEN,1985,9100,,,18900,,48986,192000,4758,40932
Kenya,KEN,1986,9200,,,19500,,41055,199230,4602,45325
Kenya,KEN,1987,9300,,,18900,,41341,219497,4675,44270
Kenya,KEN,1988,9400,,,19200,,50523,238351,5195,40171
Kenya,KEN,1989,9500,,,19800,,52115,227711,5362,43512
Kenya,KEN,1990,9600,,,20400,,56432,215000,5630,17880
Kenya,KEN,1991,9700,,,21000,,59480,247000,7000,18000
Kenya,KEN,1992,9800,,,18000,,59500,250000,7700,18720
Kenya,KEN,1993,9911,,,17400,,59450,242500,8400,14520
Kenya,KEN,1994,10000,,,18300,,58850,241900,7392,15480
Kenya,KEN,1995,10256,,,18900,,59450,239000,8482,20040
Kenya,KEN,1996,10604,,,19200,,57100,252000,10473,19680
Kenya,KEN,1997,11000,,,18900,,58700,260800,11522,20400
Kenya,KEN,1998,12000,,,19200,,53100,270000,10629,19440
Kenya,KEN,1999,13000,,,19500,,65852,279000,11081,15000
Kenya,KEN,2000,14000,,,15060,,64651,256619,13237,16819
Kenya,KEN,2001,15014,,,17250,,75705,282096,13800,28580
Kenya,KEN,2002,16042,,,17760,,77518,318650,14400,19689
Kenya,KEN,2003,17078,,,18750,,77060,342700,15301,20785
Kenya,KEN,2004,18120,,,25080,,75719,350200,16000,19174
Kenya,KEN,2005,19382,,,19560,,75618,396200,16500,19846
Kenya,KEN,2006,20472,,,22200,,80100,430000,16800,21460
Kenya,KEN,2007,21996,,,66000,,84750,445000,16200,23460
Kenya,KEN,2008,23137,,,74550,,83870,458000,16200,24284
Kenya,KEN,2009,24121,,,62400,,87121,483000,18130,25176
Kenya,KEN,2010,25078,,,64500,,88376,462000,15275,27144
Kenya,KEN,2011,26000,,,64500,,96929,458000,12800,21515
Kenya,KEN,2012,27000,,,64500,,96635,410600,12950,21650
Kenya,KEN,2013,27500,,,65100,,99928,425000,17445,23754
Kenya,KEN,2014,28049,,,59665,,108893,442571,17877,42278
Kenya,KEN,2015,30852,,,65508,,97859,487176,26001,42484
Kenya,KEN,2016,28800,,,61362,,78368,528990,10767,84311
Kenya,KEN,2017,29233,,,61259,,51443,588963,12988,106473
Kenya,KEN,2018,29628,,,57776,,62404,200771,18478,131683
Kenya,KEN,2019,29221,,,79890,,106738,329187,14441,88719
Kenya,KEN,2020,29361,,,61296,,160418,244217,25785,69212
Kiribati,KIR,1961,,,,,,,,620,94
Kiribati,KIR,1962,,,,,,,,620,98
Kiribati,KIR,1963,,,,,,,,620,100
Kiribati,KIR,1964,,,,,,,,742,104
Kiribati,KIR,1965,,,,,,,,742,106
Kiribati,KIR,1966,,,,,,,,636,111
Kiribati,KIR,1967,,,,,,,,636,113
Kiribati,KIR,1968,,,,,,,,636,119
Kiribati,KIR,1969,,,,,,,,636,123
Kiribati,KIR,1970,,,,,,,,636,128
Kiribati,KIR,1971,,,,,,,,640,133
Kiribati,KIR,1972,,,,,,,,640,140
Kiribati,KIR,1973,,,,,,,,640,145
Kiribati,KIR,1974,,,,,,,,640,148
Kiribati,KIR,1975,,,,,,,,640,152
Kiribati,KIR,1976,,,,,,,,644,155
Kiribati,KIR,1977,,,,,,,,644,159
Kiribati,KIR,1978,,,,,,,,644,163
Kiribati,KIR,1979,,,,,,,,644,166
Kiribati,KIR,1980,,,,,,,,644,170
Kiribati,KIR,1981,,,,,,,,648,179
Kiribati,KIR,1982,,,,,,,,648,187
Kiribati,KIR,1983,,,,,,,,648,196
Kiribati,KIR,1984,,,,,,,,648,204
Kiribati,KIR,1985,,,,,,,,648,213
Kiribati,KIR,1986,,,,,,,,652,221
Kiribati,KIR,1987,,,,,,,,652,230
Kiribati,KIR,1988,,,,,,,,652,238
Kiribati,KIR,1989,,,,,,,,652,247
Kiribati,KIR,1990,,,,,,,,652,255
Kiribati,KIR,1991,,,,,,,,652,264
Kiribati,KIR,1992,,,,,,,,652,272
Kiribati,KIR,1993,,,,,,,,652,281
Kiribati,KIR,1994,,,,,,,,652,281
Kiribati,KIR,1995,,,,,,,,652,281
Kiribati,KIR,1996,,,,,,,,672,298
Kiribati,KIR,1997,,,,,,,,672,298
Kiribati,KIR,1998,,,,,,,,672,298
Kiribati,KIR,1999,,,,,,,,672,298
Kiribati,KIR,2000,,,,,,,,744,310
Kiribati,KIR,2001,,,,,,,,764,391
Kiribati,KIR,2002,,,,,,,,848,442
Kiribati,KIR,2003,,,,,,,,848,442
Kiribati,KIR,2004,,,,,,,,860,451
Kiribati,KIR,2005,,,,,,,,876,510
Kiribati,KIR,2006,,,,,,,,880,578
Kiribati,KIR,2007,,,,,,,,888,680
Kiribati,KIR,2008,,,,,,,,888,723
Kiribati,KIR,2009,,,,,,,,888,740
Kiribati,KIR,2010,,,,,,,,900,748
Kiribati,KIR,2011,,,,,,,,900,765
Kiribati,KIR,2012,,,,,,,,920,775
Kiribati,KIR,2013,,,,,,,,924,807
Kiribati,KIR,2014,,,,,,,,968,827
Kiribati,KIR,2015,,,,,,,,979,847
Kiribati,KIR,2016,,,,,,,,990,862
